store_id,uptime_last_hour,downtime_last_hour,uptime_last_day,downtime_last_day,uptime_last_week,downtime_last_week
257406274356679,58.359554716666665,0.0,656.9000105666667,0.0,7890.197053783333,0.0
309081616338296,3.4834136666666664,0.0,658.3215556166666,0.0,7768.696331349998,0.0
2570905277901393,0.0,8.936105783333332,240.21235893333332,415.37298783333324,6760.259278933334,1071.29541675
2843799253836859,0.0,12.926181866666667,0.0,647.9181318333332,0.0,7777.180546900001
3225796639170927,10.159059866666666,0.0,656.4294743333334,0.0,7860.586578583331,0.0
4518233183474396,8.024811716666667,0.0,654.8625302666667,0.0,7792.637224733333,0.0
4647420561423097,11.418532016666667,0.0,658.2797659,0.0,7869.955658199997,0.0
5256638191399657,5.687150900000001,0.0,652.7407681333333,0.0,7769.915782166666,0.0
5970103147320386,58.811392166666664,0.0,657.2586376333334,0.0,7876.738465783335,0.0
7234497837508091,57.803377866666665,0.0,299.4824429833333,356.6211280333334,5190.683840583335,2622.6496640499995
8190313151562460,0.0,4.3833674333333335,0.0,655.6121757500001,0.0,7769.068480599998
8636530640121278,9.877844583333333,0.0,656.4477132333333,0.0,7871.8683114,0.0
10698744144787762,12.4415444,0.0,659.03204445,0.0,7813.634503183335,0.0
10913998916849586,9.76458845,0.0,656.2767854,0.0,7867.404899916665,0.0
11559715717939685,0.0,9.121717783333334,0.0,654.2836986833332,0.0,7767.023849666663
11670395796048660,0.0,8.651994333333333,0.0,650.2768799166666,0.0,7724.341360150001
11892938598446047,10.673550216666666,0.0,420.15837070000003,237.51070338333335,5638.591499416668,2221.7521193
12292291527292130,10.8073644,0.0,657.6333285333333,0.0,7798.2650416333345,0.0
12554962621156313,5.9042646,0.0,647.3429819666666,0.0,7750.653211266666,0.0
12572597046904092,1.3318536333333335,0.0,651.3908479833332,0.0,7774.785936833332,0.0
14612117531645091,8.617367583333333,0.0,649.4133634333333,0.0,7718.929265583333,0.0
14830874186554081,59.68052866666667,0.0,656.6335182,0.0,7777.678939233334,0.0
14964749219696430,10.8093304,0.0,657.1960199166666,0.0,7882.05564918333,0.0
14970930663539276,59.730369216666666,0.0,657.5689942833333,0.0,7857.499482416666,0.0
15554192475044929,0.0,59.618146616666664,0.0,648.3963238666666,0.0,7781.966005849999
15594282037189158,1.98857485,0.0,652.3448103000001,0.0,7764.56927066667,0.0
16606301345740600,12.761785783333334,0.0,659.3601808166667,0.0,7891.6749607833335,0.0
17985349924445228,59.90159981666667,0.0,656.4042691166667,0.0,7784.943487566672,0.0
18176576077807854,0.0,9.908376233333334,0.0,656.5720823999999,4430.724025933334,3449.2664436833334
18321116186166234,1.8460453000000001,0.0,648.46157185,0.0,7752.401026683333,0.0
18505617914966079,5.570110883333333,0.0,654.82311345,0.0,7762.262403433337,0.0
18920323356347157,9.667726133333334,0.0,656.2809155333332,0.0,7800.082555649999,0.0
20876078165737550,12.141621099999998,0.0,659.2365499499999,0.0,7631.917717499996,246.67895994999998
21324801088409750,11.077459533333332,0.0,657.6447812499999,0.0,7508.039689616667,291.9080494666666
22284400831843180,9.993463216666665,0.0,420.45281758333334,236.35275501666666,7277.913041433332,599.45880145
22400430932457551,7.66553615,0.0,654.5589175999999,0.0,7855.636692066666,0.0
22714854872571546,0.0,57.3055101,0.0,648.0383186833335,0.0,7716.833481716669
23037829828311628,12.385836416666667,0.0,600.0808364166667,59.04484858333334,7714.955361866667,172.70160208333334
25335725383824630,7.392781733333334,0.0,654.6132523333333,0.0,7887.3930840833345,0.0
25356420447065853,0.0,7.259862933333333,654.3864722666667,0.0,7879.908138733332,0.0
26346307409368308,57.27463183333334,0.0,529.5121954833332,120.33520911666668,5891.5247565,1889.5822732999998
27099145190781701,3.7436707833333336,0.0,654.6362523166666,0.0,7763.966034983333,0.0
28172236033614909,0.0,9.0783576,0.0,647.5942186,0.0,7779.938510716666
28729668599803486,5.831924383333333,0.0,655.6995618833333,0.0,7742.706474266665,0.0
29887996867335920,10.054763566666667,0.0,656.51246495,0.0,7826.6366791166665,0.0
29934475002789230,2.6945102333333333,0.0,656.0712184666667,0.0,7755.295316566669,0.0
29999337652740870,0.0,59.13978329999999,0.0,656.6101167,0.0,7725.6185677
30365063081175560,0.0,1.6295021166666668,0.0,650.0959292166667,0.0,7750.692216750001
30674521174433141,9.446740066666667,0.0,655.9043730000001,0.0,7758.886744633335,0.0
33890589481707677,0.0,12.1362143,298.4842117333334,360.07614105000005,5786.800478783333,2083.8065924333337
